epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,2981.55,0.75277,0.69386,1.0302,0.88288,0.89542,0.94233,0.78766,0.65827,0.48954,0.95127,0.000334628,0.000334628,0.000334628
17,3168.23,0.74734,0.68066,1.02667,0.92989,0.87503,0.94386,0.79806,0.64666,0.46856,0.94561,0.000325203,0.000325203,0.000325203
18,3354.62,0.74437,0.65579,1.02294,0.88773,0.88886,0.94275,0.7928,0.65118,0.47821,0.94251,0.000315778,0.000315778,0.000315778
19,3540.54,0.73801,0.64877,1.01969,0.91949,0.91213,0.9436,0.79728,0.64139,0.43881,0.94226,0.000306354,0.000306354,0.000306354
20,3726.15,0.72521,0.6219,1.01517,0.91593,0.88689,0.93826,0.79356,0.63912,0.45819,0.94156,0.000296929,0.000296929,0.000296929
21,3912.84,0.71869,0.61897,1.01335,0.91901,0.90693,0.94796,0.80574,0.63396,0.44749,0.94256,0.000287504,0.000287504,0.000287504
22,4099.85,0.71787,0.60222,1.01172,0.93131,0.92804,0.9541,0.81132,0.62599,0.42636,0.93,0.000278079,0.000278079,0.000278079
23,4286.6,0.71029,0.59924,1.00647,0.92472,0.9109,0.94657,0.79655,0.63074,0.46084,0.93123,0.000268654,0.000268654,0.000268654
24,4473.08,0.70544,0.58484,1.00376,0.96628,0.89964,0.95776,0.81689,0.61869,0.4047,0.91587,0.00025923,0.00025923,0.00025923
25,4659.69,0.70292,0.58461,1.00421,0.94044,0.89168,0.94917,0.80804,0.61887,0.41261,0.92758,0.000249805,0.000249805,0.000249805
26,4844.84,0.68944,0.55808,1.00048,0.91452,0.92504,0.95687,0.81834,0.6195,0.40514,0.92412,0.00024038,0.00024038,0.00024038
27,5030.01,0.68862,0.55608,0.99894,0.94371,0.90529,0.96052,0.82431,0.60936,0.40322,0.92285,0.000230955,0.000230955,0.000230955
28,5214.75,0.68231,0.5366,0.99306,0.95277,0.90479,0.96029,0.82437,0.60459,0.39079,0.9166,0.00022153,0.00022153,0.00022153
29,5399.82,0.68194,0.53637,0.99509,0.94026,0.94188,0.96923,0.83289,0.6043,0.36323,0.91576,0.000212106,0.000212106,0.000212106
30,5584.05,0.66805,0.52032,0.98488,0.93861,0.9306,0.96253,0.82176,0.60832,0.37398,0.92064,0.000202681,0.000202681,0.000202681
31,5768.25,0.67634,0.52851,0.99081,0.94701,0.93984,0.9719,0.8351,0.6031,0.35984,0.91686,0.000193256,0.000193256,0.000193256
32,5952.53,0.66632,0.5038,0.98554,0.943,0.93083,0.96608,0.83691,0.59227,0.35751,0.91378,0.000183831,0.000183831,0.000183831
33,6137.11,0.66173,0.50662,0.98523,0.96484,0.92991,0.97216,0.8355,0.59801,0.35283,0.91637,0.000174406,0.000174406,0.000174406
34,6321.41,0.65109,0.48467,0.9811,0.96092,0.93082,0.96794,0.84027,0.58225,0.3465,0.90948,0.000164982,0.000164982,0.000164982
35,6505.46,0.64761,0.4834,0.97982,0.96443,0.93176,0.97012,0.83903,0.59276,0.34839,0.91097,0.000155557,0.000155557,0.000155557
36,6689.57,0.64703,0.47779,0.97896,0.95138,0.9364,0.96804,0.83814,0.58667,0.33898,0.90506,0.000146132,0.000146132,0.000146132
37,6888.01,0.64087,0.46366,0.97627,0.95218,0.93661,0.96566,0.84061,0.57235,0.33843,0.90097,0.000136707,0.000136707,0.000136707
38,7071.57,0.63736,0.46298,0.97811,0.96419,0.92299,0.96951,0.84104,0.57594,0.33273,0.905,0.000127282,0.000127282,0.000127282
39,7256.14,0.63175,0.45599,0.97207,0.96327,0.92488,0.97133,0.84216,0.57701,0.32962,0.90607,0.000117858,0.000117858,0.000117858
40,7441.08,0.62456,0.44325,0.9669,0.95567,0.94138,0.97135,0.84644,0.57461,0.33566,0.90146,0.000108433,0.000108433,0.000108433
41,7625.12,0.5605,0.33555,0.92461,0.94949,0.92364,0.96962,0.84309,0.58422,0.34353,0.90934,9.9008e-05,9.9008e-05,9.9008e-05
42,7805.38,0.54892,0.3176,0.9195,0.95483,0.92646,0.96935,0.84576,0.57413,0.33636,0.89937,8.95832e-05,8.95832e-05,8.95832e-05
43,7985.1,0.54106,0.31085,0.91157,0.96826,0.92979,0.96936,0.84748,0.57531,0.33039,0.90291,8.01584e-05,8.01584e-05,8.01584e-05
44,8165.26,0.53533,0.30141,0.90772,0.97005,0.93002,0.96849,0.84752,0.56995,0.32706,0.89952,7.07336e-05,7.07336e-05,7.07336e-05
45,8344.96,0.52557,0.29438,0.90734,0.9742,0.94183,0.97133,0.85236,0.566,0.31693,0.90016,6.13088e-05,6.13088e-05,6.13088e-05
46,8525.26,0.52156,0.29067,0.90493,0.9656,0.93229,0.97243,0.84977,0.56807,0.31918,0.89838,5.1884e-05,5.1884e-05,5.1884e-05
47,8705.18,0.51265,0.28449,0.90216,0.94487,0.94861,0.96983,0.85034,0.56974,0.31335,0.898,4.24592e-05,4.24592e-05,4.24592e-05
48,8885.26,0.51248,0.28099,0.89899,0.97069,0.94404,0.97056,0.85256,0.56562,0.31156,0.89709,3.30344e-05,3.30344e-05,3.30344e-05
49,9064.82,0.49967,0.27222,0.89558,0.9688,0.93747,0.96993,0.85083,0.56666,0.30778,0.89754,2.36096e-05,2.36096e-05,2.36096e-05
50,9245.22,0.49782,0.27098,0.89408,0.97378,0.92376,0.97162,0.85218,0.56623,0.3069,0.89858,1.41848e-05,1.41848e-05,1.41848e-05
