epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,5567.2,0.66866,0.52452,0.97396,0.94949,0.92098,0.95836,0.82568,0.60372,0.37372,0.88913,0.000202681,0.000202681,0.000202681
31,5751.57,0.67631,0.52831,0.97847,0.95637,0.93301,0.96582,0.83024,0.6015,0.35894,0.88673,0.000193256,0.000193256,0.000193256
32,5936.82,0.66422,0.50412,0.97215,0.94735,0.94402,0.96777,0.83404,0.58992,0.34746,0.8807,0.000183831,0.000183831,0.000183831
33,6121.63,0.66362,0.50604,0.97305,0.9488,0.94097,0.96827,0.83552,0.58646,0.3446,0.8755,0.000174406,0.000174406,0.000174406
34,6306.02,0.6514,0.49368,0.96961,0.94232,0.94243,0.96275,0.83333,0.58186,0.34758,0.87817,0.000164982,0.000164982,0.000164982
35,6490.7,0.6508,0.48771,0.96947,0.95505,0.93608,0.96449,0.83557,0.58459,0.33929,0.88341,0.000155557,0.000155557,0.000155557
36,6675.6,0.64624,0.47892,0.96701,0.955,0.92486,0.96388,0.8363,0.57807,0.33997,0.88139,0.000146132,0.000146132,0.000146132
37,6860.76,0.63985,0.46424,0.96278,0.93519,0.94011,0.96422,0.83866,0.57764,0.33905,0.87391,0.000136707,0.000136707,0.000136707
38,7044.69,0.63843,0.46075,0.96546,0.95431,0.94061,0.96587,0.83937,0.58352,0.33105,0.88002,0.000127282,0.000127282,0.000127282
39,7229.15,0.63444,0.45356,0.96146,0.95177,0.93894,0.96389,0.83794,0.57737,0.33531,0.87668,0.000117858,0.000117858,0.000117858
40,7413.76,0.62349,0.44583,0.95509,0.95066,0.94122,0.96489,0.83937,0.57927,0.32724,0.87587,0.000108433,0.000108433,0.000108433
41,7598.05,0.55491,0.33384,0.90464,0.95131,0.93977,0.96559,0.84107,0.58605,0.33613,0.87759,9.9008e-05,9.9008e-05,9.9008e-05
42,7778.36,0.54704,0.31651,0.9018,0.94996,0.93924,0.97128,0.85037,0.57551,0.32764,0.87221,8.95832e-05,8.95832e-05,8.95832e-05
43,7957.39,0.53342,0.3072,0.89507,0.95438,0.93993,0.96666,0.8466,0.57506,0.32675,0.87107,8.01584e-05,8.01584e-05,8.01584e-05
44,8137.82,0.52894,0.30097,0.89038,0.94597,0.94683,0.96817,0.84899,0.5704,0.32061,0.87126,7.07336e-05,7.07336e-05,7.07336e-05
45,8317.52,0.52058,0.2942,0.89171,0.95728,0.95233,0.96517,0.84651,0.56874,0.3186,0.87144,6.13088e-05,6.13088e-05,6.13088e-05
46,8497.97,0.51394,0.28637,0.88759,0.95701,0.95624,0.96553,0.84494,0.56806,0.30916,0.87266,5.1884e-05,5.1884e-05,5.1884e-05
47,8677.54,0.5089,0.27872,0.88757,0.95832,0.95163,0.96332,0.84547,0.56755,0.31209,0.87177,4.24592e-05,4.24592e-05,4.24592e-05
48,8857.89,0.50341,0.27576,0.88414,0.9566,0.95379,0.96296,0.84415,0.56181,0.31242,0.86979,3.30344e-05,3.30344e-05,3.30344e-05
49,9037.42,0.49442,0.26847,0.88161,0.96079,0.94991,0.96747,0.85213,0.56217,0.30739,0.86941,2.36096e-05,2.36096e-05,2.36096e-05
50,9217.93,0.49044,0.26529,0.87799,0.96079,0.94807,0.96598,0.8494,0.56196,0.30913,0.87147,1.41848e-05,1.41848e-05,1.41848e-05
