epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,3688.34,0.85244,0.84658,1.06695,0.84575,0.86302,0.90112,0.72364,0.71346,0.59719,0.9771,0.008317,0.008317,0.008317
19,3893.08,0.84184,0.8248,1.0645,0.83553,0.80876,0.88397,0.71232,0.72334,0.63845,0.98665,0.008218,0.008218,0.008218
20,4097.81,0.83648,0.81954,1.06643,0.8397,0.82751,0.88741,0.71801,0.72849,0.63945,0.9845,0.008119,0.008119,0.008119
21,4302.81,0.82661,0.79255,1.05817,0.8566,0.84616,0.90845,0.74434,0.69722,0.59838,0.97099,0.00802,0.00802,0.00802
22,4507.62,0.82281,0.78739,1.05294,0.86353,0.84447,0.90804,0.73222,0.73437,0.60673,0.97757,0.007921,0.007921,0.007921
23,4712.28,0.81839,0.76424,1.05184,0.92535,0.86379,0.93152,0.77335,0.67905,0.51732,0.95369,0.007822,0.007822,0.007822
24,4917.03,0.80996,0.745,1.04286,0.91221,0.86918,0.93095,0.76677,0.6859,0.51759,0.95191,0.007723,0.007723,0.007723
25,5121.82,0.80582,0.74345,1.04263,0.84176,0.83417,0.89623,0.73958,0.68962,0.61185,0.95742,0.007624,0.007624,0.007624
26,5327.57,0.80002,0.73178,1.03787,0.8885,0.84933,0.91238,0.74779,0.69164,0.55675,0.95795,0.007525,0.007525,0.007525
27,5532.91,0.79717,0.71657,1.0382,0.92285,0.87462,0.93822,0.77116,0.68088,0.49014,0.95579,0.007426,0.007426,0.007426
28,5737.56,0.78375,0.69905,1.03385,0.89732,0.87665,0.93319,0.77522,0.67344,0.49783,0.94,0.007327,0.007327,0.007327
29,5942.3,0.78373,0.69787,1.03128,0.92095,0.86011,0.93927,0.7896,0.65662,0.47893,0.9304,0.007228,0.007228,0.007228
30,6146.7,0.77926,0.67689,1.02966,0.9354,0.87774,0.94434,0.79602,0.6524,0.45977,0.93155,0.007129,0.007129,0.007129
31,6351.21,0.78012,0.67407,1.02855,0.91872,0.90756,0.95302,0.80218,0.65063,0.44578,0.93096,0.00703,0.00703,0.00703
32,6555.29,0.77571,0.67447,1.02937,0.91765,0.92326,0.95701,0.80734,0.65263,0.44214,0.93168,0.006931,0.006931,0.006931
33,6759.22,0.7611,0.66155,1.0232,0.9108,0.90558,0.94995,0.79344,0.64982,0.44556,0.92857,0.006832,0.006832,0.006832
34,6963.19,0.76106,0.64946,1.02032,0.92622,0.90897,0.95234,0.7957,0.64508,0.4535,0.92739,0.006733,0.006733,0.006733
35,7167.03,0.76232,0.66331,1.01844,0.91689,0.90113,0.95014,0.80513,0.63381,0.42943,0.92447,0.006634,0.006634,0.006634
36,7370.59,0.75023,0.63578,1.01656,0.90892,0.91732,0.95085,0.80594,0.62823,0.42119,0.91567,0.006535,0.006535,0.006535
37,7574.35,0.75049,0.6284,1.01345,0.90649,0.91983,0.95577,0.809,0.63901,0.42794,0.92595,0.006436,0.006436,0.006436
38,7778.46,0.74899,0.6165,1.01645,0.95156,0.89791,0.95747,0.81853,0.62121,0.4022,0.91501,0.006337,0.006337,0.006337
39,7982.77,0.74276,0.61669,1.0109,0.95195,0.92362,0.96419,0.82466,0.61816,0.38893,0.91308,0.006238,0.006238,0.006238
40,8186.92,0.73868,0.60817,1.00871,0.92966,0.92025,0.96186,0.82429,0.62374,0.39113,0.91778,0.006139,0.006139,0.006139
41,8390.69,0.7292,0.59488,1.00463,0.94255,0.92045,0.96371,0.82161,0.62183,0.39572,0.9152,0.00604,0.00604,0.00604
42,8594.49,0.73455,0.59814,1.00753,0.93021,0.92009,0.96311,0.82401,0.61601,0.38948,0.91175,0.005941,0.005941,0.005941
43,8798.15,0.72666,0.5872,1.00668,0.93118,0.92044,0.9589,0.8194,0.61468,0.39383,0.9112,0.005842,0.005842,0.005842
44,9001.92,0.72451,0.5835,1.00187,0.93156,0.9359,0.96776,0.82771,0.6139,0.37961,0.90937,0.005743,0.005743,0.005743
45,9205.63,0.72203,0.57894,0.99934,0.95077,0.9268,0.96795,0.83175,0.61244,0.37154,0.90942,0.005644,0.005644,0.005644
46,9409.48,0.71703,0.57176,0.99651,0.95059,0.92652,0.96873,0.83713,0.60239,0.36195,0.90325,0.005545,0.005545,0.005545
47,9613.48,0.71518,0.56468,0.99487,0.94436,0.94025,0.96619,0.83376,0.60187,0.35837,0.90267,0.005446,0.005446,0.005446
48,9817.03,0.71439,0.56335,0.99547,0.95471,0.93235,0.97075,0.83763,0.60073,0.3619,0.90254,0.005347,0.005347,0.005347
49,10020.9,0.71088,0.55677,0.99351,0.95196,0.932,0.96963,0.83761,0.59915,0.35359,0.89934,0.005248,0.005248,0.005248
50,10224.6,0.7055,0.54839,0.9936,0.94937,0.93005,0.97009,0.83931,0.59706,0.35255,0.8995,0.005149,0.005149,0.005149
51,10428.4,0.70254,0.5458,0.99063,0.94665,0.94625,0.97145,0.83608,0.59541,0.35734,0.90081,0.00505,0.00505,0.00505
52,10632.7,0.70423,0.54479,0.99363,0.95897,0.93554,0.97025,0.84006,0.59412,0.3465,0.90035,0.004951,0.004951,0.004951
53,10837.5,0.69641,0.54159,0.98829,0.955,0.93827,0.9715,0.83911,0.59826,0.34442,0.90098,0.004852,0.004852,0.004852
54,11041.2,0.69606,0.53063,0.98755,0.95913,0.93487,0.96827,0.83525,0.59789,0.34566,0.89741,0.004753,0.004753,0.004753
55,11245,0.68998,0.5259,0.98317,0.95439,0.9406,0.97191,0.84032,0.59338,0.34297,0.89682,0.004654,0.004654,0.004654
56,11448.6,0.68506,0.51307,0.98362,0.94079,0.93985,0.96922,0.84176,0.59082,0.34295,0.89642,0.004555,0.004555,0.004555
57,11652.2,0.68317,0.5163,0.98214,0.96062,0.93947,0.97051,0.84694,0.58442,0.32965,0.89192,0.004456,0.004456,0.004456
58,11855.8,0.67862,0.51357,0.97956,0.94777,0.94271,0.96732,0.83981,0.58516,0.33882,0.89629,0.004357,0.004357,0.004357
59,12059.6,0.67724,0.50519,0.98096,0.94111,0.95492,0.97297,0.84381,0.58777,0.33093,0.89331,0.004258,0.004258,0.004258
60,12263,0.66958,0.50825,0.97853,0.94563,0.93869,0.97099,0.8453,0.58138,0.33077,0.8912,0.004159,0.004159,0.004159
61,12466.9,0.67288,0.49807,0.98222,0.94676,0.95164,0.97371,0.84906,0.57833,0.32662,0.89107,0.00406,0.00406,0.00406
62,12670.7,0.67471,0.49379,0.9817,0.95218,0.95021,0.97322,0.84549,0.58446,0.32612,0.89434,0.003961,0.003961,0.003961
63,12874.1,0.66978,0.49182,0.97565,0.96531,0.93661,0.97238,0.84544,0.58097,0.31999,0.88978,0.003862,0.003862,0.003862
64,13077.9,0.65639,0.48212,0.96858,0.94782,0.95588,0.97745,0.84828,0.58154,0.31084,0.8877,0.003763,0.003763,0.003763
65,13281.7,0.656,0.48327,0.96865,0.97229,0.93201,0.97749,0.8483,0.57929,0.31717,0.88654,0.003664,0.003664,0.003664
66,13485.2,0.65771,0.48166,0.96851,0.96279,0.94643,0.97579,0.84956,0.57924,0.31248,0.88879,0.003565,0.003565,0.003565
67,13689.2,0.64966,0.46992,0.9658,0.96532,0.93494,0.97506,0.84962,0.57883,0.31791,0.88632,0.003466,0.003466,0.003466
68,13893.3,0.64789,0.46976,0.9678,0.96431,0.94178,0.97492,0.84823,0.57661,0.31574,0.88744,0.003367,0.003367,0.003367
69,14097.2,0.64622,0.46525,0.96715,0.97067,0.94235,0.97534,0.85337,0.57329,0.31154,0.88195,0.003268,0.003268,0.003268
70,14300.8,0.64101,0.45996,0.96577,0.9745,0.93735,0.97598,0.85259,0.57301,0.31001,0.88206,0.003169,0.003169,0.003169
71,14504.5,0.64267,0.45984,0.9632,0.96224,0.94881,0.97988,0.85515,0.57112,0.306,0.88103,0.00307,0.00307,0.00307
72,14708,0.63643,0.45096,0.96128,0.97264,0.93783,0.97736,0.85421,0.57441,0.30774,0.88376,0.002971,0.002971,0.002971
73,14911.7,0.63604,0.44765,0.96409,0.97261,0.93828,0.97711,0.85229,0.5752,0.3089,0.8847,0.002872,0.002872,0.002872
74,15115.3,0.63443,0.44713,0.96213,0.96922,0.93714,0.97425,0.8505,0.57379,0.30877,0.88603,0.002773,0.002773,0.002773
75,15319.1,0.62337,0.43963,0.95704,0.97035,0.93546,0.97521,0.85332,0.57233,0.30309,0.88397,0.002674,0.002674,0.002674
76,15523.1,0.6232,0.44224,0.95696,0.96855,0.93315,0.97381,0.85187,0.57251,0.30574,0.88244,0.002575,0.002575,0.002575
77,15726.8,0.61984,0.43564,0.95405,0.96839,0.9372,0.97703,0.85346,0.57285,0.30418,0.88326,0.002476,0.002476,0.002476
78,15930.5,0.61853,0.43346,0.95303,0.9571,0.95032,0.97608,0.85579,0.57005,0.30103,0.88226,0.002377,0.002377,0.002377
79,16134.3,0.6133,0.42433,0.95234,0.97476,0.93354,0.97667,0.85567,0.57118,0.29782,0.88328,0.002278,0.002278,0.002278
80,16338.3,0.61512,0.42713,0.95681,0.95289,0.95271,0.97531,0.85733,0.56921,0.29829,0.88467,0.002179,0.002179,0.002179
81,16542.2,0.61269,0.42391,0.95211,0.97044,0.93873,0.97683,0.85795,0.56813,0.29687,0.88373,0.00208,0.00208,0.00208
82,16745.3,0.60755,0.41699,0.94919,0.97002,0.94333,0.97735,0.8593,0.568,0.29519,0.88366,0.001981,0.001981,0.001981
83,16949.3,0.59749,0.41471,0.94677,0.96492,0.9511,0.97793,0.85885,0.56705,0.2942,0.88301,0.001882,0.001882,0.001882
84,17156.1,0.60234,0.41079,0.94378,0.96925,0.94589,0.97895,0.86098,0.56706,0.29334,0.8824,0.001783,0.001783,0.001783
85,17359.3,0.5991,0.41192,0.94752,0.96637,0.94463,0.97851,0.86088,0.56756,0.29504,0.88217,0.001684,0.001684,0.001684
86,17563.1,0.59757,0.40406,0.94754,0.9741,0.9407,0.97859,0.86082,0.56698,0.29324,0.88188,0.001585,0.001585,0.001585
87,17766.6,0.59476,0.40607,0.94362,0.97016,0.94658,0.97989,0.86292,0.56605,0.29035,0.88072,0.001486,0.001486,0.001486
88,17970.2,0.59392,0.40043,0.94501,0.97677,0.94089,0.98017,0.86335,0.56578,0.29105,0.88097,0.001387,0.001387,0.001387
89,18174.2,0.58872,0.39619,0.94335,0.97548,0.93961,0.98017,0.86379,0.56513,0.28966,0.88086,0.001288,0.001288,0.001288
90,18377.7,0.59074,0.39123,0.9422,0.97046,0.94415,0.98024,0.86325,0.56417,0.28917,0.88089,0.001189,0.001189,0.001189
91,18579.4,0.51666,0.28393,0.89493,0.95861,0.95978,0.9799,0.864,0.56408,0.28939,0.88105,0.00109,0.00109,0.00109
92,18778.1,0.49774,0.27504,0.88482,0.96291,0.95407,0.97975,0.86375,0.56464,0.28994,0.88063,0.000991,0.000991,0.000991
93,18977,0.49774,0.26646,0.88076,0.96173,0.952,0.97946,0.86226,0.56453,0.29028,0.88028,0.000892,0.000892,0.000892
94,19175.4,0.48904,0.26389,0.88119,0.97085,0.94322,0.97982,0.86291,0.56416,0.29027,0.87987,0.000793,0.000793,0.000793
95,19373.9,0.48616,0.2606,0.88122,0.96739,0.94634,0.97926,0.86217,0.56325,0.29063,0.87955,0.000694,0.000694,0.000694
96,19572.4,0.48128,0.25722,0.87618,0.9666,0.94655,0.97889,0.86198,0.56238,0.29019,0.87926,0.000595,0.000595,0.000595
97,19770.9,0.47922,0.25319,0.87885,0.96542,0.94895,0.97848,0.86113,0.56259,0.28948,0.87944,0.000496,0.000496,0.000496
98,19969.3,0.47201,0.24629,0.87356,0.96445,0.94963,0.97796,0.86118,0.56272,0.2895,0.87956,0.000397,0.000397,0.000397
99,20168,0.46912,0.24776,0.87219,0.96432,0.94821,0.97804,0.86088,0.56259,0.28866,0.8797,0.000298,0.000298,0.000298
100,20366.5,0.46364,0.24229,0.86788,0.96372,0.94916,0.97801,0.86077,0.56247,0.28889,0.88015,0.000199,0.000199,0.000199
